file_name,chunk_duration,total_time,max_chunk_time
SweeterVermouth.mp3,1,0.009465663999662866,0.00244808299999022
SweeterVermouth.mp3,2,0.004647499999691718,0.0009461669999382138
SweeterVermouth.mp3,3,0.003417000000126791,0.0009577079999871785
SweeterVermouth.mp3,4,0.002767041999959474,0.000927749999846128
SweeterVermouth.mp3,5,0.002722249999806081,0.0012204170000131853
SweeterVermouth.mp3,6,0.002651706999813541,0.0011466659998404793
SweeterVermouth.mp3,7,0.002566708000131257,0.0012013749999368883
SweeterVermouth.mp3,8,0.0025316670000847807,0.0010688750001008884
SweeterVermouth.mp3,9,0.0022722089997841977,0.001293291999900248
SweeterVermouth.mp3,10,0.0023495829998410045,0.0011929580000469286
SweeterVermouth.mp3,11,0.003120459000001574,0.0022277089999533928
SweeterVermouth.mp3,12,0.003045082999733495,0.0018922919998658472
SweeterVermouth.mp3,13,0.003175125999860029,0.0025539169998864963
SweeterVermouth.mp3,14,0.003013665999787918,0.002218082999888793
SweeterVermouth.mp3,15,0.003049916000009034,0.002395083000010345
SweeterVermouth.mp3,16,0.002734292000241112,0.002138000000059037
SweeterVermouth.mp3,17,0.00252037600012045,0.0018895420000717422
SweeterVermouth.mp3,18,0.003052709000030518,0.0024087919998692087
SweeterVermouth.mp3,19,0.0023500419997617428,0.0018109999998614512
SweeterVermouth.mp3,20,0.0029233330001261493,0.002436958000089362
SweeterVermouth.mp3,21,0.003363291999903595,0.002883166999936293
SweeterVermouth.mp3,22,0.002464500999849406,0.0020444169999791484
SweeterVermouth.mp3,23,0.0024656250000134605,0.0020413330000792484
SweeterVermouth.mp3,24,0.0031499580002218863,0.002802625000185799
SweeterVermouth.mp3,25,0.003029457999900842,0.003029457999900842
SweeterVermouth.mp3,26,0.002752250000185086,0.002752250000185086
SweeterVermouth.mp3,27,0.0024363749998883577,0.0024363749998883577
SweeterVermouth.mp3,28,0.0020746669999880396,0.0020746669999880396
SweeterVermouth.mp3,29,0.0029509169999073492,0.0029509169999073492
SweeterVermouth.mp3,30,0.0032828329999574635,0.0032828329999574635
BrandenburgNo4OneBWV1049.mp3,1,0.08401046499943732,0.0011551669999789738
BrandenburgNo4OneBWV1049.mp3,2,0.05039150000152404,0.0009430410000277334
BrandenburgNo4OneBWV1049.mp3,3,0.03596433999996407,0.0009749999999257852
BrandenburgNo4OneBWV1049.mp3,4,0.030233874999339605,0.000955582999949911
BrandenburgNo4OneBWV1049.mp3,5,0.02606891700020242,0.0010556249999353895
BrandenburgNo4OneBWV1049.mp3,6,0.02428537000173492,0.000997583000071245
BrandenburgNo4OneBWV1049.mp3,7,0.02160237299904111,0.0010609589999148739
BrandenburgNo4OneBWV1049.mp3,8,0.020524910000858654,0.0012162499999703869
BrandenburgNo4OneBWV1049.mp3,9,0.01928162400031397,0.0011243330000070273
BrandenburgNo4OneBWV1049.mp3,10,0.017766959000937277,0.0011217920000490267
BrandenburgNo4OneBWV1049.mp3,11,0.027020912999887514,0.004924000000073647
BrandenburgNo4OneBWV1049.mp3,12,0.052211039999519926,0.026472249999869746
BrandenburgNo4OneBWV1049.mp3,13,0.017365748999964126,0.0013093330001083814
BrandenburgNo4OneBWV1049.mp3,14,0.02153383099948769,0.0027244580001024588
BrandenburgNo4OneBWV1049.mp3,15,0.021343747000628355,0.0025414159999854746
BrandenburgNo4OneBWV1049.mp3,16,0.01662341799965361,0.001390207999975246
BrandenburgNo4OneBWV1049.mp3,17,0.0172029580007802,0.0016516660000434058
BrandenburgNo4OneBWV1049.mp3,18,0.019500875000176165,0.002745416999914596
BrandenburgNo4OneBWV1049.mp3,19,0.03055812299930949,0.006205707999924925
BrandenburgNo4OneBWV1049.mp3,20,0.025726957999950173,0.004294458000003942
BrandenburgNo4OneBWV1049.mp3,21,0.02195925199953308,0.004606874999808497
BrandenburgNo4OneBWV1049.mp3,22,0.06760166700041736,0.035659667000118134
BrandenburgNo4OneBWV1049.mp3,23,0.03075700100021095,0.00655316600000333
BrandenburgNo4OneBWV1049.mp3,24,0.02765629199984687,0.0035554579999370617
BrandenburgNo4OneBWV1049.mp3,25,0.024888834000648785,0.0032770410000466654
BrandenburgNo4OneBWV1049.mp3,26,0.026924169999347214,0.004588209000075949
BrandenburgNo4OneBWV1049.mp3,27,0.02468329299972538,0.002467583999987255
BrandenburgNo4OneBWV1049.mp3,28,0.025418916000035097,0.003994375000047512
BrandenburgNo4OneBWV1049.mp3,29,0.023481916000037018,0.002849291000075027
BrandenburgNo4OneBWV1049.mp3,30,0.0208178740006133,0.002332917000103407
CanonInDMajor.mp3,1,0.10287832699918908,0.003952667000021393
CanonInDMajor.mp3,2,0.04975800300007904,0.0010258330000851856
CanonInDMajor.mp3,3,0.03935091500125054,0.002277042000059737
CanonInDMajor.mp3,4,0.03249132700034352,0.002532541999926252
CanonInDMajor.mp3,5,0.03228445499917143,0.004973791000111305
CanonInDMajor.mp3,6,0.02401858300004278,0.0018155420000312006
CanonInDMajor.mp3,7,0.025468956000167964,0.001841291000118872
CanonInDMajor.mp3,8,0.02002629199932926,0.0010684159999527765
CanonInDMajor.mp3,9,0.02290962599931845,0.0028004160001273704
CanonInDMajor.mp3,10,0.022030834000588584,0.00317437500007145
CanonInDMajor.mp3,11,0.021423625000124957,0.001992457999904218
CanonInDMajor.mp3,12,0.020808249000310752,0.0032888749999528955
CanonInDMajor.mp3,13,0.017998459000182265,0.003140084000051502
CanonInDMajor.mp3,14,0.01700117000063983,0.0020762090000516764
CanonInDMajor.mp3,15,0.02043374799995945,0.0031922499999836873
CanonInDMajor.mp3,16,0.02261408400045184,0.003363875000104599
CanonInDMajor.mp3,17,0.020893874999956097,0.0023376250001092558
CanonInDMajor.mp3,18,0.018290414000375677,0.002343750000136424
CanonInDMajor.mp3,19,0.022468292999974437,0.003291250000074797
CanonInDMajor.mp3,20,0.019955416000129844,0.0022492909999982658
CanonInDMajor.mp3,21,0.05180620899955102,0.025089249999837193
CanonInDMajor.mp3,22,0.027476959000068746,0.00383516600004441
CanonInDMajor.mp3,23,0.023641958000098384,0.003248415999905774
CanonInDMajor.mp3,24,0.018089831999986927,0.0021105419998548314
CanonInDMajor.mp3,25,0.026143996999962837,0.0037822920000962768
CanonInDMajor.mp3,26,0.021544789000017772,0.0037456250001923763
CanonInDMajor.mp3,27,0.016680082999982915,0.002728832999991937
CanonInDMajor.mp3,28,0.02106345899983353,0.003240042000015819
CanonInDMajor.mp3,29,0.022865041000613928,0.003068208000058803
CanonInDMajor.mp3,30,0.0194767929997397,0.0038129590000153257
MapleLeafRag.mp3,1,0.04945437199921798,0.00146712499986279
MapleLeafRag.mp3,2,0.028367580998974518,0.0014774999999644933
MapleLeafRag.mp3,3,0.02885249599830786,0.005455041000004712
MapleLeafRag.mp3,4,0.017838208000512168,0.001749207999864666
MapleLeafRag.mp3,5,0.01800850000108767,0.001279249999925014
MapleLeafRag.mp3,6,0.01715416600086428,0.0023613339999428717
MapleLeafRag.mp3,7,0.014225291000229845,0.0013026249998802086
MapleLeafRag.mp3,8,0.016332999999576714,0.002548416000081488
MapleLeafRag.mp3,9,0.012612542000169924,0.0014294170000539452
MapleLeafRag.mp3,10,0.011597374000075433,0.001494666999860783
MapleLeafRag.mp3,11,0.014580372000182251,0.0025200000000040745
MapleLeafRag.mp3,12,0.011382374999811873,0.0016955420001067978
MapleLeafRag.mp3,13,0.011305959999617698,0.0016844159999891417
MapleLeafRag.mp3,14,0.011258498999495714,0.0017958749999706924
MapleLeafRag.mp3,15,0.01148187500007225,0.0017357910001010168
MapleLeafRag.mp3,16,0.014592999000115014,0.002668290999963574
MapleLeafRag.mp3,17,0.014422372999661093,0.0031092499998521816
MapleLeafRag.mp3,18,0.014808793000156584,0.0042703750000328
MapleLeafRag.mp3,19,0.010625041999901441,0.0019886249999672145
MapleLeafRag.mp3,20,0.012091499999996813,0.002805708000096274
MapleLeafRag.mp3,21,0.01570274900041113,0.0031725840001399774
MapleLeafRag.mp3,22,0.01535746000013205,0.0029700420000153827
MapleLeafRag.mp3,23,0.01237395800012564,0.002243041999918205
MapleLeafRag.mp3,24,0.011682627000254797,0.0024711250000564178
