file_name,chunk_duration,total_time,max_chunk_time
MapleLeafRag.mp3,25,0.014315581999881033,0.0034744170000067243
MapleLeafRag.mp3,26,0.02411329100027615,0.006390375000137283
MapleLeafRag.mp3,27,0.011809417000222311,0.0025867500000913424
MapleLeafRag.mp3,28,0.012815539999564862,0.0030773329999647103
MapleLeafRag.mp3,29,0.011513750000176515,0.002677500000118016
MapleLeafRag.mp3,30,0.010196251000024859,0.0027948340000421013
GardenMusic.mp3,1,0.6086701920032738,0.006219249999958265
GardenMusic.mp3,2,0.39283566500535017,0.010745374999942214
GardenMusic.mp3,3,0.21719912599678537,0.0021747090002008918
GardenMusic.mp3,4,0.22091846300031648,0.004053417000022819
GardenMusic.mp3,5,0.21051751400000285,0.006755750000138505
GardenMusic.mp3,6,0.19317041599833829,0.005961083000102008
GardenMusic.mp3,7,0.2043052019996594,0.00425987499988878
GardenMusic.mp3,8,0.1873248659996989,0.0043740419998812285
GardenMusic.mp3,9,0.19109399699959795,0.0047442499999306165
GardenMusic.mp3,10,0.20463846100005867,0.004128999999920779
GardenMusic.mp3,11,0.1743528289994174,0.004192749999901935
GardenMusic.mp3,12,0.17290620900166687,0.005039833999944676
GardenMusic.mp3,13,0.17736628800003018,0.004336040999987745
GardenMusic.mp3,14,0.1879008779992546,0.005115584000122908
GardenMusic.mp3,15,0.20132629799900315,0.005255583000007391
GardenMusic.mp3,16,0.1744765859987183,0.005638459000010698
GardenMusic.mp3,17,0.16608670499795153,0.004887958999916009
GardenMusic.mp3,18,0.1503883000004862,0.004903084000034141
GardenMusic.mp3,19,0.16877599600138637,0.006866041999955996
GardenMusic.mp3,20,0.1629647090016988,0.003546749999941312
GardenMusic.mp3,21,0.1678123369988498,0.004680457999938881
GardenMusic.mp3,22,0.15378645499981758,0.004056083000023136
GardenMusic.mp3,23,0.16023441699985597,0.005767874999946798
GardenMusic.mp3,24,0.1531024949993025,0.0068448750000698055
GardenMusic.mp3,25,0.1536774970006718,0.005666083000051003
GardenMusic.mp3,26,0.1470539980000467,0.0072456249999959255
GardenMusic.mp3,27,0.1551965419996577,0.006127665999883902
GardenMusic.mp3,28,0.16366316400058167,0.007035916000177167
GardenMusic.mp3,29,0.14152995799850032,0.005542458000036277
GardenMusic.mp3,30,0.19156683299956967,0.012240875000088636
